instance_id,timestamp,cpu,memory,gpu_utilization,gpu_memory_utilization,gpu_encoder_session_count,network_in,network_out,network_packets_in,network_packets_out,disk_read_ops,disk_write_ops,disk_read_bytes,disk_write_bytes,volume_read_bytes,volume_write_bytes,volume_read_ops,volume_write_ops
i-0abcd123,2026-03-18T09:30:00+00:00,36.94,36.27,3.82,3.33,1,171116,98912,151,187,167,87,32895,35143,68301,78094,152,288
i-0abcd123,2026-03-18T09:35:00+00:00,27.78,62.32,0.13,3.57,1,190058,123166,116,300,161,150,28931,17147,87113,83673,455,304
i-0abcd123,2026-03-18T09:40:00+00:00,40.82,47.41,0.42,2.33,0,186859,153395,476,142,167,174,26733,8483,96485,38026,385,116
i-0abcd123,2026-03-18T09:45:00+00:00,36.61,57.06,1.47,0.71,0,81661,109957,322,81,155,178,15510,12106,58796,96074,363,394
i-0abcd123,2026-03-18T09:50:00+00:00,42.45,39.27,4.89,0.83,0,154963,119581,478,310,179,179,24716,10329,44609,89780,413,253
i-0abcd123,2026-03-18T09:55:00+00:00,29.95,53.94,3.28,3.16,0,190694,99633,401,71,133,138,16193,19492,18238,89768,462,138
i-0abcd123,2026-03-18T10:00:00+00:00,34.76,48.73,0.49,1.16,0,141216,147856,348,79,196,103,37315,13942,93000,71571,202,406
i-0abcd123,2026-03-18T10:05:00+00:00,38.12,30.93,1.94,1.8,1,140879,122633,487,473,126,98,42405,8834,24936,85694,245,133
i-0abcd123,2026-03-18T10:10:00+00:00,21.64,56.24,3.83,4.57,0,132089,136711,61,243,170,173,17362,22296,69597,63734,469,199
i-0abcd123,2026-03-18T10:15:00+00:00,26.22,63.75,0.21,3.75,0,176126,163764,389,235,191,172,19579,5465,70187,40668,336,148
i-0abcd123,2026-03-18T10:20:00+00:00,42.39,52.24,2.5,3.63,1,98515,146749,224,413,138,105,19512,17559,21389,42385,193,130
i-0abcd123,2026-03-18T10:25:00+00:00,30.76,55.52,1.1,3.13,0,155333,115406,311,386,196,102,38241,6097,27055,29122,103,385
i-0abcd123,2026-03-18T10:30:00+00:00,19.45,38.19,1.16,3.61,1,152286,86858,488,128,88,110,30176,13781,22848,25787,356,490
i-0abcd123,2026-03-18T10:35:00+00:00,25.78,35.85,3.0,2.75,0,83159,157878,80,450,197,167,42591,44135,50851,84225,273,168
i-0abcd123,2026-03-18T10:40:00+00:00,21.73,40.79,2.71,4.43,1,134998,90472,193,454,96,94,10378,20434,14008,42124,221,442
i-0abcd123,2026-03-18T10:45:00+00:00,26.06,53.82,2.53,3.37,0,137790,120808,172,480,93,94,31904,12439,78504,51226,284,171
i-0abcd123,2026-03-18T10:50:00+00:00,27.44,45.63,4.72,1.54,1,108095,122326,461,165,179,99,7402,47070,71481,25501,226,394
i-0abcd123,2026-03-18T10:55:00+00:00,23.28,58.41,4.93,2.76,0,197313,122014,358,62,87,139,17075,48514,20876,82392,152,493
i-0abcd123,2026-03-18T11:00:00+00:00,41.55,30.46,1.89,2.17,1,83268,83899,348,411,185,111,22087,14513,44313,96408,414,229
i-0abcd123,2026-03-18T11:05:00+00:00,36.36,32.84,1.75,2.68,0,103730,171686,98,460,194,114,31495,37755,41766,81246,197,263
i-0abcd123,2026-03-18T11:10:00+00:00,31.11,60.29,4.4,4.47,1,126315,77173,264,246,113,96,36682,32634,51072,86084,273,435
i-0abcd123,2026-03-18T11:15:00+00:00,34.94,60.68,2.27,3.32,0,181303,151253,150,388,136,158,21059,27202,43589,18725,407,143
i-0abcd123,2026-03-18T11:20:00+00:00,17.52,37.76,3.65,1.27,1,112942,83577,144,457,81,172,42195,48631,24035,23830,167,351
i-0abcd123,2026-03-18T11:25:00+00:00,40.92,45.5,3.72,0.27,1,94776,171045,112,171,191,84,6928,35311,20968,91663,217,175
i-0abcd123,2026-03-18T11:30:00+00:00,19.92,34.26,2.41,2.86,1,138892,85672,102,72,110,123,33691,36622,13013,66944,372,112
i-0abcd123,2026-03-18T11:35:00+00:00,35.61,32.75,3.17,4.22,1,136367,124666,166,409,82,165,18059,16234,58425,69419,452,377
i-0abcd123,2026-03-18T11:40:00+00:00,29.65,45.5,0.91,1.08,1,85665,158392,439,71,119,159,48669,14206,98347,36742,293,436
i-0abcd123,2026-03-18T11:45:00+00:00,24.16,46.06,2.05,1.19,0,196652,169886,141,93,90,107,38211,27218,49456,19155,477,459
i-0abcd123,2026-03-18T11:50:00+00:00,31.46,35.85,2.64,3.8,0,181513,106288,76,344,172,179,11529,21346,56830,66332,213,275
i-0abcd123,2026-03-18T11:55:00+00:00,36.9,37.45,1.12,1.46,1,139598,124530,143,163,106,135,14412,35580,66971,58825,217,417
i-0abcd123,2026-03-18T12:00:00+00:00,44.95,52.75,0.2,1.46,0,97992,175016,129,108,191,96,46241,46202,63617,60882,348,377
i-0abcd123,2026-03-18T12:05:00+00:00,40.12,34.6,4.58,2.02,1,151587,130846,341,361,88,150,30484,30501,12523,80554,308,343
i-0abcd123,2026-03-18T12:10:00+00:00,18.26,64.89,4.78,0.97,0,116773,172502,304,366,178,163,6791,34565,47710,30106,126,355
i-0abcd123,2026-03-18T12:15:00+00:00,38.05,31.29,1.8,1.28,0,106913,80161,154,307,141,75,9130,30737,34048,32952,394,473
i-0abcd123,2026-03-18T12:20:00+00:00,30.28,43.47,4.8,0.31,0,140611,94111,227,339,112,170,49387,6615,22354,96195,441,209
i-0abcd123,2026-03-18T12:25:00+00:00,41.06,35.7,2.53,1.64,1,184319,98136,85,80,187,155,32751,6461,97918,18388,371,161
i-0abcd123,2026-03-18T12:30:00+00:00,44.92,41.26,0.91,4.47,1,100036,134333,194,284,191,74,44169,18749,34797,79155,376,114
i-0abcd123,2026-03-18T12:35:00+00:00,37.03,31.16,1.38,3.61,0,192636,143136,317,389,90,79,28023,29766,31230,50814,202,451
i-0abcd123,2026-03-18T12:40:00+00:00,25.17,61.33,1.58,4.29,1,91686,73158,157,336,168,155,29029,32296,54601,56215,403,311
i-0abcd123,2026-03-18T12:45:00+00:00,26.19,63.65,1.42,1.71,1,189526,123890,314,120,130,180,18297,36952,60015,85594,461,287
i-0abcd123,2026-03-18T12:50:00+00:00,21.13,42.02,2.52,0.97,1,134233,155738,190,126,181,163,8563,26748,32864,50468,134,327
i-0abcd123,2026-03-18T12:55:00+00:00,28.09,37.4,0.84,3.85,1,123032,88736,343,294,147,137,49485,18620,96652,47427,195,464
i-0abcd123,2026-03-18T13:00:00+00:00,19.64,58.45,4.87,3.47,1,104009,84819,298,280,146,113,33896,9506,85901,81973,389,239
i-0abcd123,2026-03-18T13:05:00+00:00,24.53,40.65,4.66,4.7,1,184799,171817,230,94,121,85,30454,35331,57745,13906,448,291
i-0abcd123,2026-03-18T13:10:00+00:00,23.17,62.4,2.75,1.76,1,127027,179923,484,136,106,103,22958,38843,58969,43380,500,284
i-0abcd123,2026-03-18T13:15:00+00:00,22.92,54.84,0.12,0.43,1,123621,143602,457,116,119,173,16165,27965,91281,29777,379,128
i-0abcd123,2026-03-18T13:20:00+00:00,34.66,59.11,4.45,3.6,1,179279,167270,221,199,145,121,41616,19473,74949,16576,457,344
i-0abcd123,2026-03-18T13:25:00+00:00,21.19,33.15,0.31,4.91,0,186206,116454,198,382,103,180,34670,39511,36455,11826,203,268
i-0abcd123,2026-03-18T13:30:00+00:00,26.52,57.76,0.16,3.88,0,106565,125657,286,162,154,146,14795,25003,16386,55308,161,380
i-0abcd123,2026-03-18T13:35:00+00:00,32.72,37.99,4.84,4.38,0,184293,132318,214,261,156,178,11596,28335,18874,25254,472,284
i-0abcd123,2026-03-18T13:40:00+00:00,29.06,34.4,2.71,3.28,1,142042,168136,349,91,167,162,33192,16642,32644,36039,118,217
i-0abcd123,2026-03-18T13:45:00+00:00,41.16,49.71,2.87,4.27,0,128084,162845,462,320,107,148,23571,47044,26849,49925,424,469
i-0abcd123,2026-03-18T13:50:00+00:00,28.27,30.42,4.93,4.42,1,89657,174116,271,154,95,105,8879,7641,92323,58641,347,199
i-0abcd123,2026-03-18T13:55:00+00:00,22.27,43.78,4.63,4.59,1,141988,162150,396,259,147,166,48415,25755,50822,13513,161,162
i-0abcd123,2026-03-18T14:00:00+00:00,23.52,42.33,3.01,2.84,0,198625,97441,435,223,103,63,33562,39061,49736,67074,133,454
i-0abcd123,2026-03-18T14:05:00+00:00,40.07,54.27,2.07,1.73,0,131310,103851,342,327,190,149,23852,48475,25166,40592,100,401
i-0abcd123,2026-03-18T14:10:00+00:00,44.82,32.9,0.45,4.99,0,107843,105567,405,100,115,131,36846,19380,17353,63664,484,427
i-0abcd123,2026-03-18T14:15:00+00:00,20.01,56.9,4.33,0.99,0,108028,157165,189,273,194,148,18970,7883,23951,47175,460,423
i-0abcd123,2026-03-18T14:20:00+00:00,20.88,44.12,3.54,4.64,0,86688,161048,308,131,133,147,46864,31981,45831,38256,262,280
i-0abcd123,2026-03-18T14:25:00+00:00,22.94,44.2,3.21,1.25,1,157284,121078,473,91,125,142,47284,13260,45117,95862,238,108
i-0abcd123,2026-03-18T14:30:00+00:00,26.52,41.14,4.07,1.74,1,149217,157934,428,431,80,112,41911,18164,16190,19699,258,275
i-0abcd123,2026-03-18T14:35:00+00:00,38.36,33.83,1.79,4.47,0,146387,179280,122,74,189,175,37601,15309,50369,72487,118,292
i-0abcd123,2026-03-18T14:40:00+00:00,18.87,32.56,0.96,0.32,0,196036,134443,313,61,110,107,17661,37826,55477,93593,406,294
i-0abcd123,2026-03-18T14:45:00+00:00,27.17,53.04,3.66,1.48,1,80069,162739,280,77,181,133,22755,9130,37039,70557,152,435
i-0abcd123,2026-03-18T14:50:00+00:00,34.95,31.82,1.24,0.25,1,128682,88784,397,441,147,92,43961,43422,34771,69367,476,321
i-0abcd123,2026-03-18T14:55:00+00:00,38.73,58.89,3.08,1.39,0,83448,113215,217,286,167,143,29721,31842,69649,75233,408,268
i-0abcd123,2026-03-18T15:00:00+00:00,36.98,38.04,4.73,1.65,0,180207,117040,178,431,121,104,8020,36460,51389,21836,487,461
i-0abcd123,2026-03-18T15:05:00+00:00,42.82,36.25,2.72,3.26,0,143520,90738,164,108,177,134,39249,26629,80622,83141,118,481
i-0abcd123,2026-03-18T15:10:00+00:00,35.31,36.84,0.27,2.77,1,179299,136167,176,402,101,120,37683,35635,94644,93108,245,251
i-0abcd123,2026-03-18T15:15:00+00:00,30.12,62.56,0.88,3.36,1,99669,84309,277,443,151,124,40609,34269,24469,56784,162,425
i-0abcd123,2026-03-18T15:20:00+00:00,31.51,37.37,4.79,0.62,0,100337,103932,264,453,90,61,42228,42985,77357,32090,170,123
i-0abcd123,2026-03-18T15:25:00+00:00,23.41,57.1,3.65,3.57,0,195658,138976,167,285,187,80,29782,47595,62093,67746,479,268
i-0abcd123,2026-03-18T15:30:00+00:00,43.89,58.05,4.88,2.17,1,152785,161129,217,226,132,130,45764,13664,17268,63227,204,351
i-0abcd123,2026-03-18T15:35:00+00:00,18.71,63.33,3.52,0.09,0,185014,94138,373,473,134,118,8128,41143,14812,99554,268,416
i-0abcd123,2026-03-18T15:40:00+00:00,23.3,61.33,3.64,1.46,1,151399,85095,81,296,152,78,18345,19099,12718,69834,399,223
i-0abcd123,2026-03-18T15:45:00+00:00,41.25,36.7,0.82,3.18,0,108855,142778,242,363,177,122,24476,41047,14985,91567,212,250
i-0abcd123,2026-03-18T15:50:00+00:00,25.35,46.26,2.09,0.67,1,144754,117307,258,366,192,97,11888,17181,84081,31167,146,401
i-0abcd123,2026-03-18T15:55:00+00:00,36.28,45.11,2.04,4.41,0,153601,147566,73,465,100,116,9904,13206,69915,55872,426,484
i-0abcd123,2026-03-18T16:00:00+00:00,42.23,42.04,1.67,1.29,0,116331,105137,307,229,197,67,42751,23737,26443,98625,487,401
i-0abcd123,2026-03-18T16:05:00+00:00,26.63,36.36,2.95,0.35,0,152556,108262,115,461,126,117,40367,27068,29714,47310,115,177
i-0abcd123,2026-03-18T16:10:00+00:00,37.0,32.2,4.14,1.72,0,92629,89299,148,273,84,91,39747,5861,44729,94990,161,241
i-0abcd123,2026-03-18T16:15:00+00:00,35.89,56.05,0.59,0.17,1,198868,170051,151,167,127,149,11865,8911,17392,58199,450,216
i-0abcd123,2026-03-18T16:20:00+00:00,41.01,50.74,4.5,3.58,0,148097,176765,414,393,181,82,26047,5337,58278,55477,248,143
i-0abcd123,2026-03-18T16:25:00+00:00,26.1,34.87,4.68,2.08,1,112433,110877,237,103,107,74,5420,30440,72535,49264,285,218
i-0abcd123,2026-03-18T16:30:00+00:00,25.28,60.95,3.35,1.31,1,158261,100005,362,308,168,125,16981,11052,53367,51795,375,276
i-0abcd123,2026-03-18T16:35:00+00:00,20.49,32.4,0.0,3.84,0,87570,108256,436,293,93,169,48219,37164,46211,29334,360,146
i-0abcd123,2026-03-18T16:40:00+00:00,26.0,46.14,2.65,0.2,1,93741,165047,210,406,170,180,25694,28581,44769,89643,358,330
i-0abcd123,2026-03-18T16:45:00+00:00,27.77,59.99,3.84,4.71,1,126800,172695,493,242,80,98,31023,48331,27289,78572,235,280
i-0abcd123,2026-03-18T16:50:00+00:00,18.43,43.16,1.24,4.47,1,131586,177885,349,393,175,165,34606,48372,66116,63817,426,466
i-0abcd123,2026-03-18T16:55:00+00:00,26.4,42.8,3.9,2.41,1,142454,169229,51,125,103,134,43263,41999,24738,65789,109,413
i-0abcd123,2026-03-18T17:00:00+00:00,37.99,64.34,0.39,2.49,1,99417,92872,341,229,199,92,20128,9254,24316,74058,121,108
i-0abcd123,2026-03-18T17:05:00+00:00,40.11,46.77,3.46,2.01,0,161026,108028,259,231,175,168,37749,10037,90231,64822,189,155
i-0abcd123,2026-03-18T17:10:00+00:00,44.36,57.57,4.28,1.07,1,117996,80003,274,344,189,64,9592,17401,96195,25871,239,120
i-0abcd123,2026-03-18T17:15:00+00:00,23.52,44.88,0.13,4.94,1,176461,161063,161,429,133,81,12397,38925,27784,11000,114,339
i-0abcd123,2026-03-18T17:20:00+00:00,44.31,36.03,4.7,4.66,1,185655,141563,465,289,170,154,41301,23742,41759,80241,425,379
i-0abcd123,2026-03-18T17:25:00+00:00,16.1,59.23,2.91,4.53,0,184299,73244,143,142,192,154,22039,34796,55697,27019,175,213
i-0abcd123,2026-03-18T17:30:00+00:00,17.83,62.63,0.05,0.63,0,121362,173803,496,203,90,174,44406,44991,56704,52384,364,362
i-0abcd123,2026-03-18T17:35:00+00:00,31.65,48.59,1.87,1.88,0,95430,149168,138,347,102,106,34934,18918,26143,69835,384,491
i-0abcd123,2026-03-18T17:40:00+00:00,19.9,48.67,2.92,1.08,0,180317,113154,95,148,104,77,15302,19937,23938,69638,414,437
i-0abcd123,2026-03-18T17:45:00+00:00,42.54,53.17,1.3,0.07,1,84597,93686,261,277,130,93,20705,10388,69448,19125,289,416
i-0abcd123,2026-03-18T17:50:00+00:00,25.12,35.37,4.31,4.84,0,163671,111553,335,179,102,75,24806,49317,89832,22734,251,371
i-0abcd123,2026-03-18T17:55:00+00:00,25.19,50.68,4.71,3.85,0,150323,159464,382,417,171,118,49208,18721,99547,10980,460,384
i-0abcd123,2026-03-18T18:00:00+00:00,35.17,39.17,1.48,0.06,0,146061,135751,287,134,91,67,14080,14828,22333,16089,380,156
i-0abcd123,2026-03-18T18:05:00+00:00,30.28,43.8,3.35,4.19,0,145449,164265,421,77,101,129,37268,38577,83533,58223,357,191
i-0abcd123,2026-03-18T18:10:00+00:00,29.39,59.25,0.16,4.12,1,181957,173544,217,313,174,87,29188,6299,15253,20010,102,197
i-0abcd123,2026-03-18T18:15:00+00:00,22.42,64.97,3.8,0.97,1,181871,151883,370,437,111,145,5840,11611,41893,48861,211,311
i-0abcd123,2026-03-18T18:20:00+00:00,26.58,62.44,3.89,4.39,1,182391,129994,459,402,115,87,46421,40747,11519,35521,105,220
i-0abcd123,2026-03-18T18:25:00+00:00,38.15,30.31,4.04,4.01,0,91395,91878,239,313,87,90,46661,12426,94936,72373,381,494
i-0abcd123,2026-03-18T18:30:00+00:00,42.8,33.58,4.87,4.46,0,187716,130649,449,199,131,111,28798,41718,39105,94510,473,193
i-0abcd123,2026-03-18T18:35:00+00:00,42.8,60.37,2.53,1.75,1,92241,165413,194,487,135,118,30205,38619,98322,93002,380,107
i-0abcd123,2026-03-18T18:40:00+00:00,20.37,37.11,3.57,1.5,1,140076,134131,116,92,81,97,36532,20651,22647,47040,421,302
i-0abcd123,2026-03-18T18:45:00+00:00,33.09,60.96,2.19,1.35,1,187319,75792,146,129,100,88,12568,18642,54981,84076,248,433
i-0abcd123,2026-03-18T18:50:00+00:00,41.37,62.98,2.72,3.32,0,118219,138371,137,479,152,85,43032,22475,96902,49345,488,408
i-0abcd123,2026-03-18T18:55:00+00:00,27.96,45.42,4.76,3.09,0,136267,76200,497,375,103,114,34592,37246,42229,47669,220,369
i-0abcd123,2026-03-18T19:00:00+00:00,29.15,32.18,3.63,2.21,1,128919,123525,354,114,94,111,23213,27538,78940,90289,469,148
i-0abcd123,2026-03-18T19:05:00+00:00,18.5,40.72,0.09,3.55,1,159011,101307,134,336,118,97,31426,42961,23350,74583,140,277
i-0abcd123,2026-03-18T19:10:00+00:00,21.34,36.81,1.1,3.39,0,114993,160250,201,95,156,63,22887,19255,52285,48239,308,324
i-0abcd123,2026-03-18T19:15:00+00:00,43.43,33.88,3.91,2.85,0,121046,160233,138,306,139,68,24274,29498,71385,12279,463,175
i-0abcd123,2026-03-18T19:20:00+00:00,33.21,56.23,1.14,3.93,0,171409,125529,122,145,182,70,24633,34529,99528,72300,219,412
i-0abcd123,2026-03-18T19:25:00+00:00,23.52,57.58,2.34,1.41,1,189719,86245,135,112,200,82,19425,30674,22335,87087,236,372
i-0abcd123,2026-03-18T19:30:00+00:00,40.57,55.23,4.43,4.89,1,86966,101526,116,345,145,150,34923,9828,10545,78248,292,156
i-0abcd123,2026-03-18T19:35:00+00:00,21.49,31.8,4.01,4.43,0,197112,138472,176,389,176,155,20772,40788,35160,78648,440,497
i-0abcd123,2026-03-18T19:40:00+00:00,31.45,51.58,0.91,1.54,1,177646,147869,268,201,155,163,29179,46583,36560,58003,118,311
i-0abcd123,2026-03-18T19:45:00+00:00,29.48,37.97,1.43,1.36,1,133754,131830,239,379,116,110,38059,39618,26000,88090,427,433
i-0abcd123,2026-03-18T19:50:00+00:00,43.39,46.85,0.35,3.6,0,91597,156561,496,430,103,170,8799,33682,14273,87464,361,343
i-0abcd123,2026-03-18T19:55:00+00:00,26.16,55.33,2.08,3.17,0,121236,101809,491,389,169,140,16362,9315,70145,84664,151,150
i-0abcd123,2026-03-18T20:00:00+00:00,22.28,53.44,4.46,1.06,0,117697,85813,272,474,157,80,37258,20275,64620,11240,338,150
i-0abcd123,2026-03-18T20:05:00+00:00,32.96,59.72,0.74,3.35,0,81022,95720,426,67,149,151,17317,5725,50836,73821,176,413
i-0abcd123,2026-03-18T20:10:00+00:00,25.14,56.85,3.06,2.56,0,160952,116381,128,373,117,102,29888,11945,60386,18768,475,270
i-0abcd123,2026-03-18T20:15:00+00:00,41.91,60.32,0.61,2.93,0,189572,179254,204,58,106,176,32498,16599,58626,48148,259,347
i-0abcd123,2026-03-18T20:20:00+00:00,31.65,45.38,2.54,4.5,0,149493,132059,188,258,137,104,47184,17764,31142,44539,185,477
i-0abcd123,2026-03-18T20:25:00+00:00,34.55,51.19,0.45,1.76,0,126034,149673,74,403,91,136,38290,13034,64758,42314,219,320
i-0abcd123,2026-03-18T20:30:00+00:00,37.76,48.37,0.26,1.32,0,133819,106956,181,216,82,90,25798,13218,60152,82712,132,223
i-0abcd123,2026-03-18T20:35:00+00:00,30.6,52.02,2.31,4.51,0,115644,128005,250,255,105,66,16278,22455,56851,90889,209,411
i-0abcd123,2026-03-18T20:40:00+00:00,41.97,39.41,3.0,4.04,1,159167,79110,276,157,126,86,47044,9151,63924,35391,447,469
i-0abcd123,2026-03-18T20:45:00+00:00,27.65,56.92,4.59,4.12,1,173661,139555,99,162,96,162,18555,31565,97269,11740,133,116
i-0abcd123,2026-03-18T20:50:00+00:00,20.44,55.77,1.41,2.49,1,125107,94975,383,397,183,168,47174,45262,40198,70646,194,127
i-0abcd123,2026-03-18T20:55:00+00:00,41.76,61.18,2.84,0.78,1,125060,119178,462,114,117,174,43055,46105,87443,71915,434,149
i-0abcd123,2026-03-18T21:00:00+00:00,17.7,48.05,4.41,4.28,1,88052,139722,397,223,82,65,15199,5730,17868,22504,369,329
i-0abcd123,2026-03-18T21:05:00+00:00,42.68,54.66,4.55,1.2,1,149769,143982,298,280,103,127,23195,5444,62645,80016,271,246
i-0abcd123,2026-03-18T21:10:00+00:00,22.94,55.73,2.52,1.49,0,122125,137328,337,417,183,96,47950,21898,72847,31968,412,188
i-0abcd123,2026-03-18T21:15:00+00:00,33.53,43.31,0.64,3.26,1,144852,149492,265,488,181,125,6365,18586,66053,44694,282,229
i-0abcd123,2026-03-18T21:20:00+00:00,25.83,55.46,1.5,3.28,1,131994,171012,186,459,98,118,45041,11807,44656,39168,292,324
i-0abcd123,2026-03-18T21:25:00+00:00,37.24,49.36,0.34,4.91,1,99158,136279,181,238,191,102,43107,44562,48027,80724,277,497
i-0abcd123,2026-03-18T21:30:00+00:00,34.43,61.29,4.35,3.3,1,123396,108876,457,107,177,144,46340,42413,81074,75949,122,239
i-0abcd123,2026-03-18T21:35:00+00:00,20.77,52.85,0.36,2.12,1,173440,121490,347,324,198,122,26130,10442,33915,53752,178,432
i-0abcd123,2026-03-18T21:40:00+00:00,41.08,59.57,1.66,3.52,0,177667,80034,55,500,104,81,32426,37413,98668,33124,493,357
i-0abcd123,2026-03-18T21:45:00+00:00,41.66,40.18,2.91,1.39,1,130786,151057,327,370,148,136,6579,41426,16670,51723,489,172
i-0abcd123,2026-03-18T21:50:00+00:00,18.45,43.79,0.57,2.55,1,188851,97164,213,325,142,175,35616,49209,30715,59476,134,244
i-0abcd123,2026-03-18T21:55:00+00:00,24.98,44.34,3.98,3.61,0,107068,88825,197,96,136,104,15071,49761,18695,20617,152,107
i-0abcd123,2026-03-18T22:00:00+00:00,28.38,39.37,2.05,2.13,0,106761,162055,317,218,180,90,31740,33991,65410,25776,107,336
i-0abcd123,2026-03-18T22:05:00+00:00,20.38,44.97,2.49,0.46,1,95182,109887,87,101,110,76,37066,45884,47463,25531,436,475
i-0abcd123,2026-03-18T22:10:00+00:00,23.59,59.37,0.14,1.11,0,99581,126225,122,253,167,128,19825,49364,46783,70188,427,297
i-0abcd123,2026-03-18T22:15:00+00:00,35.75,63.21,0.06,2.05,0,122214,111789,314,94,139,138,41374,32982,71587,69847,111,423
i-0abcd123,2026-03-18T22:20:00+00:00,37.92,52.91,2.4,4.45,1,154280,96743,157,211,174,63,31239,47676,43391,21219,331,126
i-0abcd123,2026-03-18T22:25:00+00:00,28.31,59.18,3.08,2.92,0,100609,164592,415,267,98,101,28777,32869,36584,57652,166,143
i-0abcd123,2026-03-18T22:30:00+00:00,36.41,64.51,2.8,2.34,1,80051,94537,257,276,118,150,30995,40444,58550,72572,192,326
i-0abcd123,2026-03-18T22:35:00+00:00,38.07,35.78,0.73,3.1,0,115512,143386,433,276,154,119,23980,45660,43254,86357,245,153
i-0abcd123,2026-03-18T22:40:00+00:00,17.68,64.22,3.67,2.31,1,126651,109076,372,221,95,104,26881,42652,17414,37707,457,282
i-0abcd123,2026-03-18T22:45:00+00:00,18.15,37.45,0.9,3.85,0,136408,108613,278,170,125,107,5950,44135,36710,64437,430,160
i-0abcd123,2026-03-18T22:50:00+00:00,35.26,36.97,2.01,0.93,1,98108,81090,371,307,109,167,30244,46302,75668,27610,136,152
i-0abcd123,2026-03-18T22:55:00+00:00,35.73,32.35,2.87,1.9,1,190086,132720,490,83,175,129,13153,9039,12324,76511,295,446
i-0abcd123,2026-03-18T23:00:00+00:00,42.83,45.39,4.48,0.1,0,199409,114583,313,101,131,153,45854,34057,76473,23774,461,283
i-0abcd123,2026-03-18T23:05:00+00:00,19.5,63.04,1.88,4.44,1,152505,114348,356,496,124,163,36242,16445,24158,12038,483,335
i-0abcd123,2026-03-18T23:10:00+00:00,17.14,58.96,0.65,1.32,0,190329,145068,256,260,112,119,48517,11726,97416,71174,304,150
i-0abcd123,2026-03-18T23:15:00+00:00,30.4,59.59,3.69,3.6,1,188812,106641,326,462,156,129,45350,11472,15237,77722,422,147
i-0abcd123,2026-03-18T23:20:00+00:00,34.93,46.69,1.61,4.82,0,95388,71402,472,422,128,133,9514,31303,44296,82401,259,214
i-0abcd123,2026-03-18T23:25:00+00:00,31.61,37.98,3.25,0.77,1,88445,88181,475,475,147,126,40614,13960,65976,43749,105,468
i-0abcd123,2026-03-18T23:30:00+00:00,33.42,62.34,2.77,4.43,1,179979,147413,244,348,88,83,47688,35840,89913,56847,106,422
i-0abcd123,2026-03-18T23:35:00+00:00,16.96,44.4,2.7,3.85,1,140886,92074,235,62,93,166,17063,22813,94497,72295,280,256
i-0abcd123,2026-03-18T23:40:00+00:00,15.49,39.26,4.9,1.96,0,106552,121882,118,335,119,64,9677,18454,56660,13347,333,439
i-0abcd123,2026-03-18T23:45:00+00:00,27.82,62.72,3.74,3.16,1,187526,140171,452,198,147,118,15961,48235,80602,51989,404,401
i-0abcd123,2026-03-18T23:50:00+00:00,42.22,32.28,1.14,2.32,0,144305,132350,238,452,133,111,22293,15092,44471,80495,189,291
i-0abcd123,2026-03-18T23:55:00+00:00,28.22,52.32,1.56,3.24,0,83122,88688,82,342,131,80,40565,23236,43015,85147,204,471
i-0abcd123,2026-03-19T00:00:00+00:00,20.72,62.88,0.11,3.95,0,145633,162368,285,331,101,72,14324,34058,82204,82122,402,419
i-0abcd123,2026-03-19T00:05:00+00:00,18.01,35.4,0.48,3.46,1,175886,121706,421,136,95,116,43816,22350,27380,32087,129,389
i-0abcd123,2026-03-19T00:10:00+00:00,16.3,59.97,3.24,3.9,1,155275,139448,444,329,169,158,40467,38331,19667,10809,396,332
i-0abcd123,2026-03-19T00:15:00+00:00,35.08,57.21,3.61,3.8,0,164741,178797,466,128,142,99,16152,23482,79928,85094,411,293
i-0abcd123,2026-03-19T00:20:00+00:00,43.78,51.16,3.94,4.51,1,160425,71063,317,422,119,155,16960,25326,79342,18431,458,197
i-0abcd123,2026-03-19T00:25:00+00:00,37.71,32.56,4.24,4.68,0,105825,176110,500,422,192,119,46688,20709,97728,60733,496,378
i-0abcd123,2026-03-19T00:30:00+00:00,20.92,38.35,4.84,0.54,0,194516,110909,79,366,167,115,27654,32394,73766,42069,409,319
i-0abcd123,2026-03-19T00:35:00+00:00,34.07,52.14,0.92,0.73,1,161583,82191,189,51,136,136,45067,15557,17654,76861,211,477
i-0abcd123,2026-03-19T00:40:00+00:00,24.82,51.02,4.53,1.13,1,114671,107828,318,347,115,104,14558,11618,95899,58106,382,227
i-0abcd123,2026-03-19T00:45:00+00:00,32.64,38.71,0.32,2.69,0,100581,155248,342,270,197,102,27858,33774,23578,47270,343,338
i-0abcd123,2026-03-19T00:50:00+00:00,38.56,32.14,1.56,1.07,1,177387,121024,488,201,121,99,6282,38332,52336,66296,339,125
i-0abcd123,2026-03-19T00:55:00+00:00,39.35,45.56,2.65,1.14,0,129529,96780,193,488,97,95,28255,22944,16622,84664,159,385
i-0abcd123,2026-03-19T01:00:00+00:00,43.56,45.88,0.94,3.1,0,146967,160360,90,347,173,75,9787,28563,76131,13324,364,131
i-0abcd123,2026-03-19T01:05:00+00:00,30.46,46.66,3.72,2.03,1,171858,137337,221,351,81,125,37747,23929,16093,56909,286,350
i-0abcd123,2026-03-19T01:10:00+00:00,17.17,41.53,0.87,4.67,1,182740,81817,439,115,154,121,29935,33845,32482,16383,342,490
